job_id,change_status,last_changed_at,update_count,is_active,recommendation,application_priority_score,door_score,landing_score,career_score,relevance_score,qualification_score,urgency_score,application_friction_score,eligibility_confidence,remote_confidence,source_confidence,extraction_confidence,title,company,location_raw,salary_text,posted_at,posting_status,application_deadline,normalized_title_family,career_lane,search_profile,resume_variant,remote_gate,employment_type,employment_class,employment_reason,source_verification,source_verification_reason,canonical_verified,recall_reason,travel_percent,timezone_requirement,work_auth_gate,work_authorization_requirement,salary_annual_mid,canonical_source_site,canonical_url,apply_url,application_status,notes,first_seen,last_seen
J869DFC4C89F9AF,NEW,2026-09-07T19:24:09+00:00,0,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,78.0,94.0,95.0,Surgical Onsite Specialist (Dallas TX),Medtronic,Remote,,,unknown,,,,,,pass,,unknown,employment arrangement not explicit enough,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,no recall-stage title archetype,50.0,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4460396652/,https://www.linkedin.com/jobs/view/4460396652/,new,,2026-09-07T19:24:09+00:00,2026-09-07T19:24:09+00:00
JECFB047CB8E544,NEW,2026-09-07T19:23:55+00:00,0,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,98.0,94.0,95.0,Epic Healthy Planet Analyst,GHR Healthcare,Remote,,,unknown,,,,,,pass,,full_time_employee,full-time role; no contractor marker detected,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,no recall-stage title archetype,,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4461987928/,https://www.linkedin.com/jobs/view/4461987928/,new,,2026-09-07T19:23:55+00:00,2026-09-07T19:23:55+00:00
JA315E600755F41,NEW,2026-09-07T19:23:45+00:00,0,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,78.0,94.0,95.0,"Hospital - CDI Specialist, Associate",UT Health San Antonio,Remote,,,unknown,,,,,,pass,,unknown,employment arrangement not explicit enough,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,no recall-stage title archetype,,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4461188934/,https://www.linkedin.com/jobs/view/4461188934/,new,,2026-09-07T19:23:45+00:00,2026-09-07T19:23:45+00:00
JEDC90AC30237B5,NEW,2026-09-07T19:23:43+00:00,0,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,40.0,94.0,95.0,Remote Inpatient Medicare Medical Director,Centene Corporation,Remote,,,unknown,,,,,,review,,part_time,part-time/variable-hour role,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,no recall-stage title archetype,,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4454800985/,https://www.linkedin.com/jobs/view/4454800985/,new,,2026-09-07T19:23:43+00:00,2026-09-07T19:23:43+00:00
J1A2A015163D58F,NEW,2026-09-07T19:23:38+00:00,0,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,40.0,94.0,95.0,"Sr. Vascular Clinical Specialist - Cleveland, OH",Medtronic,Remote,,,unknown,,,,,,review,,unknown,employment arrangement not explicit enough,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,healthcare/access title signals: clinical + specialist,50.0,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4457658994/,https://www.linkedin.com/jobs/view/4457658994/,new,,2026-09-07T19:23:38+00:00,2026-09-07T19:23:38+00:00
J06812BA6BF2B21,NEW,2026-09-07T19:23:35+00:00,0,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,98.0,94.0,95.0,Health Informatics Analyst,Alignerr,Remote,,,unknown,,,,,,pass,,independent_contractor,posting explicitly identifies contractor/1099/freelance arrangement,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,no recall-stage title archetype,,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4464085492/,https://www.linkedin.com/jobs/view/4464085492/,new,,2026-09-07T19:23:35+00:00,2026-09-07T19:23:35+00:00
J5CC7FF6563AED6,NEW,2026-09-07T19:23:20+00:00,0,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,98.0,94.0,95.0,Medical Director - Inpatient Review,Humana,Remote,,,unknown,,,,,,pass,,full_time_employee,full-time role; no contractor marker detected,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,no recall-stage title archetype,,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4451713896/,https://www.linkedin.com/jobs/view/4451713896/,new,,2026-09-07T19:23:20+00:00,2026-09-07T19:23:20+00:00
J556F4A96A80728,NEW,2026-09-07T19:23:16+00:00,0,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,40.0,94.0,95.0,"Remote Medical Director, Inpatient Medicare",Centene Corporation,Remote,,,unknown,,,,,,review,,part_time,part-time/variable-hour role,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,no recall-stage title archetype,,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4454595957/,https://www.linkedin.com/jobs/view/4454595957/,new,,2026-09-07T19:23:16+00:00,2026-09-07T19:23:16+00:00
J5F77407F035A94,NEW,2026-09-07T19:23:13+00:00,0,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,40.0,94.0,95.0,Medical Director (WA),Molina Healthcare,Remote,,,unknown,,,,,,review,,unknown,employment arrangement not explicit enough,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,no recall-stage title archetype,,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4463781716/,https://www.linkedin.com/jobs/view/4463781716/,new,,2026-09-07T19:23:13+00:00,2026-09-07T19:23:13+00:00
J5A1A6A7531966C,NEW,2026-09-07T19:23:09+00:00,0,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,98.0,94.0,95.0,Hospital Health Data Governance Lead,Alignerr,Remote,,,unknown,,,,,,pass,,independent_contractor,posting explicitly identifies contractor/1099/freelance arrangement,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,no recall-stage title archetype,,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4464077475/,https://www.linkedin.com/jobs/view/4464077475/,new,,2026-09-07T19:23:09+00:00,2026-09-07T19:23:09+00:00
J0017F6615539CB,NEW,2026-09-07T19:23:06+00:00,0,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,78.0,94.0,95.0,"Principal Clinical Specialist, Coronary Renal Denervation - Dallas, TX",Medtronic,Remote,,,unknown,,,,,,pass,,unknown,employment arrangement not explicit enough,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,healthcare/access title signals: clinical + specialist,80.0,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4460572204/,https://www.linkedin.com/jobs/view/4460572204/,new,,2026-09-07T19:23:06+00:00,2026-09-07T19:23:06+00:00
J24741BC4573AA9,NEW,2026-09-07T19:23:03+00:00,0,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,40.0,94.0,95.0,"Clinical Specialist, Interventional Solutions - Honolulu, HI",Boston Scientific,Remote,,,unknown,,,,,,review,,full_time_employee,full-time role; no contractor marker detected,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,healthcare/access title signals: clinical + specialist,,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4462727051/,https://www.linkedin.com/jobs/view/4462727051/,new,,2026-09-07T19:23:03+00:00,2026-09-07T19:23:03+00:00
J6BC6195C73CEC6,NEW,2026-09-07T19:23:01+00:00,0,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,40.0,94.0,95.0,Senior Medical Director,Warman O'Brien,Remote,,,unknown,,,,,,review,,unknown,employment arrangement not explicit enough,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,no recall-stage title archetype,,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4462213111/,https://www.linkedin.com/jobs/view/4462213111/,new,,2026-09-07T19:23:01+00:00,2026-09-07T19:23:01+00:00
J57CDD059D22C1A,NEW,2026-09-07T19:22:52+00:00,0,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,79.0,0.0,95.0,94.0,95.0,"Senior Manager, Commercial Services – Diagnostics",Resmed,Remote,,,unknown,,,,,,reject,,unknown,employment arrangement not explicit enough,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,no recall-stage title archetype,,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4440866187/,https://www.linkedin.com/jobs/view/4440866187/,new,,2026-09-07T19:22:52+00:00,2026-09-07T19:22:52+00:00
J69ADD84D0C4B68,NEW,2026-09-07T19:22:48+00:00,0,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,79.0,0.0,98.0,94.0,95.0,Medical Case Manager I,CorVel Corporation,Remote,,,unknown,,,,,,pass,,full_time_employee,full-time role; no contractor marker detected,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,no recall-stage title archetype,60.0,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4456355577/,https://www.linkedin.com/jobs/view/4456355577/,new,,2026-09-07T19:22:48+00:00,2026-09-07T19:22:48+00:00
JF995A6CA97B9CE,NEW,2026-09-07T19:22:46+00:00,0,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,40.0,94.0,95.0,"Manager, MN Physician Compensation",Cedars-Sinai,Remote,,,unknown,,,,,,review,,unknown,employment arrangement not explicit enough,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,explicit out-of-scope title,,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4425350488/,https://www.linkedin.com/jobs/view/4425350488/,new,,2026-09-07T19:22:46+00:00,2026-09-07T19:22:46+00:00
JA4547B403648A1,NEW,2026-09-07T19:22:43+00:00,0,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,78.0,94.0,95.0,"Vascular Therapy Development Specialist - San Antonio, TX",Medtronic,Remote,,,unknown,,,,,,pass,,unknown,employment arrangement not explicit enough,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,no recall-stage title archetype,70.0,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4460397819/,https://www.linkedin.com/jobs/view/4460397819/,new,,2026-09-07T19:22:43+00:00,2026-09-07T19:22:43+00:00
JD876800D752833,NEW,2026-09-07T19:22:40+00:00,0,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,40.0,94.0,95.0,Senior Medical Affairs Director - Cardiology,Warman O'Brien,Remote,,,unknown,,,,,,review,,unknown,employment arrangement not explicit enough,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,no recall-stage title archetype,,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4462209725/,https://www.linkedin.com/jobs/view/4462209725/,new,,2026-09-07T19:22:40+00:00,2026-09-07T19:22:40+00:00
J5F2BFD69CDA159,NEW,2026-09-07T19:22:37+00:00,0,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,40.0,94.0,95.0,"Associate Chief Medical Officer, Fresenius Kidney Care",Fresenius Medical Care,Remote,,,unknown,,,,,,review,,unknown,employment arrangement not explicit enough,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,healthcare/access title signals: medical + associate,,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4455245512/,https://www.linkedin.com/jobs/view/4455245512/,new,,2026-09-07T19:22:37+00:00,2026-09-07T19:22:37+00:00
J300F50E163D6E7,NEW,2026-09-07T19:10:16+00:00,0,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,78.0,94.0,95.0,Senior Surgical Onsite Specialist - Lung Health (Dallas),Medtronic,Remote,,,unknown,,,,,,pass,,unknown,employment arrangement not explicit enough,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,no recall-stage title archetype,75.0,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4452630296/,https://www.linkedin.com/jobs/view/4452630296/,new,,2026-09-07T19:10:16+00:00,2026-09-07T19:10:16+00:00
JF7E40A14BDFB7D,UPDATED,2026-09-07T19:09:28+00:00,1,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,40.0,94.0,95.0,"Sr. Ultrasound Clinical Account Specialist, Cardiac Sonographer (Omaha, NE) – Johnson and Johnson MedTech, Structural Heart",Johnson & Johnson,Remote,,,unknown,,,,,,review,,unknown,employment arrangement not explicit enough,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,healthcare/access title signals: clinical + specialist,40.0,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4461402634/,https://www.linkedin.com/jobs/view/4461402634/,new,,2026-09-07T19:08:39+00:00,2026-09-07T19:09:28+00:00
J70C891625C2386,UPDATED,2026-09-07T19:09:17+00:00,1,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,40.0,94.0,95.0,Therapy Development Specialist - (Pacific Northwest),"Penumbra, Inc.",Remote,,,unknown,,,,,,review,,unknown,employment arrangement not explicit enough,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,no recall-stage title archetype,80.0,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4453799065/,https://www.linkedin.com/jobs/view/4453799065/,new,,2026-09-07T19:07:56+00:00,2026-09-07T19:09:17+00:00
JFCB5891F472117,UPDATED,2026-09-07T19:09:15+00:00,1,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,40.0,94.0,95.0,"Clinical Specialist, CST - Portland, OR",Medtronic,Remote,,,unknown,,,,,,review,,unknown,employment arrangement not explicit enough,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,healthcare/access title signals: clinical + specialist,,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4457663953/,https://www.linkedin.com/jobs/view/4457663953/,new,,2026-09-07T19:07:41+00:00,2026-09-07T19:09:15+00:00
J97F8C85FB1A7B3,NEW,2026-09-07T19:07:26+00:00,0,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,40.0,94.0,95.0,Senior Knowledge Leader - Cerner Patient Accounting,Oracle,Remote,,,unknown,,,,,,review,,unknown,employment arrangement not explicit enough,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,explicit out-of-scope title,,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4414038983/,https://www.linkedin.com/jobs/view/4414038983/,new,,2026-09-07T19:07:26+00:00,2026-09-07T19:09:13+00:00
J1C32FBEB3B448B,NEW,2026-09-07T19:07:08+00:00,0,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,95.0,94.0,95.0,Endoscopy Clinical Specialist (Kansas City),Medtronic,Remote,,,unknown,,,,,,reject,,unknown,employment arrangement not explicit enough,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,healthcare/access title signals: clinical + specialist,75.0,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4460351269/,https://www.linkedin.com/jobs/view/4460351269/,new,,2026-09-07T19:07:08+00:00,2026-09-07T19:07:08+00:00
J1EB2486A87D627,NEW,2026-09-07T19:07:04+00:00,0,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,40.0,94.0,95.0,"Senior Clinical Specialist, Interventional Solutions - South Houston, TX",Boston Scientific,Remote,,,unknown,,,,,,review,,full_time_employee,full-time role; no contractor marker detected,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,healthcare/access title signals: clinical + specialist,,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4462733023/,https://www.linkedin.com/jobs/view/4462733023/,new,,2026-09-07T19:07:04+00:00,2026-09-07T19:07:04+00:00
JA97698CB62E497,NEW,2026-09-07T19:07:01+00:00,0,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,40.0,94.0,95.0,Senior Consultant – Oracle Health (VA Critical Support Solutions Team),Oracle,Remote,,,unknown,,,,,,review,,unknown,employment arrangement not explicit enough,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,no recall-stage title archetype,50.0,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4385752698/,https://www.linkedin.com/jobs/view/4385752698/,new,,2026-09-07T19:07:01+00:00,2026-09-07T19:07:01+00:00
J540F179935A142,NEW,2026-09-07T19:06:55+00:00,0,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,98.0,94.0,95.0,Risk Adjustment Documentation & Coding Educator (CRC Required),Privia Health,Remote,,,unknown,,,,,,pass,,unknown,employment arrangement not explicit enough,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,no recall-stage title archetype,,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4434782034/,https://www.linkedin.com/jobs/view/4434782034/,new,,2026-09-07T19:06:55+00:00,2026-09-07T19:06:55+00:00
J86242DEFC27BAC,NEW,2026-09-07T19:06:51+00:00,0,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,79.0,0.0,78.0,94.0,95.0,Health Insurance- Financial Clearance Associate II,Johns Hopkins Medicine,Remote,,,unknown,,,,,,pass,,full_time_employee,full-time role; no contractor marker detected,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,no recall-stage title archetype,,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4462250061/,https://www.linkedin.com/jobs/view/4462250061/,new,,2026-09-07T19:06:51+00:00,2026-09-07T19:06:51+00:00
J9A20F44B52078D,NEW,2026-09-07T18:58:08+00:00,0,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,40.0,94.0,65.0,Senior Clinical Study Manager,Leica Biosystems,Remote,,,unknown,,,,,,review,,unknown,employment arrangement not explicit enough,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,no recall-stage title archetype,,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4441555465/,https://www.linkedin.com/jobs/view/4441555465/,new,,2026-09-07T18:58:08+00:00,2026-09-07T18:58:08+00:00
JCA2A7AFB101B2C,NEW,2026-09-07T18:56:31+00:00,0,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,40.0,94.0,65.0,Application Support Specialist - Weekend Days,Sirona Medical,Remote,,,unknown,,,,,,review,,unknown,employment arrangement not explicit enough,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,no recall-stage title archetype,,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4464041476/,https://www.linkedin.com/jobs/view/4464041476/,new,,2026-09-07T18:56:31+00:00,2026-09-07T18:56:31+00:00
JC5E615F8F3561F,NEW,2026-09-07T18:56:18+00:00,0,1,OUT_OF_SCOPE,0.0,0.0,0.0,0.0,0.0,0.0,40.0,85.0,0.0,40.0,94.0,65.0,Population Health Informaticist,Alignerr,Remote,,,unknown,,,,,,review,,unknown,employment arrangement not explicit enough,assisted_board,user-assisted board capture; canonical employer verification still recommended,0,no recall-stage title archetype,,,unknown,,,linkedin,https://www.linkedin.com/jobs/view/4464079443/,https://www.linkedin.com/jobs/view/4464079443/,new,,2026-09-07T18:56:18+00:00,2026-09-07T18:56:18+00:00
